program,input,iteration,is_regression,regression_type,exec_key,path_score,resource_score,archetype_score,bounds_score,weighted_score,max_signal,combined_score,detected
sqlite,123,0,True,resource_spike,sqlite_123_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,124,0,True,new_function,sqlite_124_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,125,0,True,resource_spike,sqlite_125_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,126,0,True,path_elongation,sqlite_126_0_True,0.6,0.0,0.0,0.7,0.32499999999999996,0.7,0.48999999999999994,False
sqlite,127,0,True,resource_spike,sqlite_127_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,128,0,True,archetype_shift,sqlite_128_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,129,0,True,duration_increase,sqlite_129_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,130,0,True,duration_increase,sqlite_130_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,131,0,True,path_elongation,sqlite_131_0_True,0.8,0.0,0.0,1.0,0.45,1.0,0.7,True
sqlite,132,0,True,new_function,sqlite_132_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,133,0,True,path_elongation,sqlite_133_0_True,0.8,0.0,0.0,1.0,0.45,1.0,0.7,True
sqlite,134,0,True,path_elongation,sqlite_134_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,135,0,True,resource_spike,sqlite_135_0_True,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,136,0,True,new_function,sqlite_136_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,137,0,True,resource_spike,sqlite_137_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,138,0,True,new_function,sqlite_138_0_True,1.0,1.0,0.0,0.9,0.725,1.0,0.725,True
sqlite,139,0,True,new_function,sqlite_139_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,140,0,True,resource_spike,sqlite_140_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,141,0,True,resource_spike,sqlite_141_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,142,0,True,resource_spike,sqlite_142_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,143,0,True,path_elongation,sqlite_143_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,144,0,True,path_elongation,sqlite_144_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,145,0,True,new_function,sqlite_145_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,146,0,True,resource_spike,sqlite_146_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,147,0,True,resource_spike,sqlite_147_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,148,0,True,resource_spike,sqlite_148_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,149,0,True,path_elongation,sqlite_149_0_True,0.75,0.0,0.5,0.9,0.5375,0.9,0.63,False
sqlite,150,0,True,duration_increase,sqlite_150_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,151,0,True,duration_increase,sqlite_151_0_True,0.0,0.6,0.5,1.0,0.525,1.0,0.7,True
sqlite,152,0,True,duration_increase,sqlite_152_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,153,0,True,resource_spike,sqlite_153_0_True,0.0,1.0,0.6,0.9,0.625,1.0,0.7,True
sqlite,154,0,True,duration_increase,sqlite_154_0_True,0.0,0.6,0.0,1.0,0.4,1.0,0.7,True
sqlite,155,0,True,new_function,sqlite_155_0_True,1.0,0.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,156,0,True,duration_increase,sqlite_156_0_True,0.5454545454545454,0.0,0.0,1.0,0.38636363636363635,1.0,0.7,True
sqlite,157,0,True,new_function,sqlite_157_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,158,0,True,new_function,sqlite_158_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,159,0,True,path_elongation,sqlite_159_0_True,0.8,0.0,0.0,0.9,0.42500000000000004,0.9,0.63,False
sqlite,160,0,True,new_function,sqlite_160_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,161,0,True,archetype_shift,sqlite_161_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,162,0,True,duration_increase,sqlite_162_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,163,0,True,duration_increase,sqlite_163_0_True,0.0,0.8,0.0,1.0,0.45,1.0,0.7,True
sqlite,164,0,True,resource_spike,sqlite_164_0_True,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,165,0,True,path_elongation,sqlite_165_0_True,0.6,0.0,0.0,0.9,0.375,0.9,0.63,False
sqlite,166,0,True,new_function,sqlite_166_0_True,1.0,0.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,167,0,True,archetype_shift,sqlite_167_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,168,0,True,archetype_shift,sqlite_168_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,169,0,True,duration_increase,sqlite_169_0_True,0.0,1.0,0.5,1.0,0.625,1.0,0.7,True
sqlite,170,0,True,duration_increase,sqlite_170_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,171,0,True,resource_spike,sqlite_171_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,172,0,True,new_function,sqlite_172_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,173,0,True,new_function,sqlite_173_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,174,0,True,new_function,sqlite_174_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,175,0,True,path_elongation,sqlite_175_0_True,0.6,0.0,0.0,1.0,0.4,1.0,0.7,True
sqlite,176,0,True,resource_spike,sqlite_176_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,177,0,True,duration_increase,sqlite_177_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,178,0,True,path_elongation,sqlite_178_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,179,0,True,duration_increase,sqlite_179_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,180,0,True,path_elongation,sqlite_180_0_True,1.0,0.0,0.6,1.0,0.65,1.0,0.7,True
sqlite,181,0,True,new_function,sqlite_181_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,182,0,True,duration_increase,sqlite_182_0_True,0.0,0.0,0.6,1.0,0.4,1.0,0.7,True
sqlite,183,0,True,duration_increase,sqlite_183_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,184,0,True,archetype_shift,sqlite_184_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,185,0,True,resource_spike,sqlite_185_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,186,0,True,archetype_shift,sqlite_186_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,187,0,True,archetype_shift,sqlite_187_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,188,0,True,path_elongation,sqlite_188_0_True,1.0,0.0,0.6,1.0,0.65,1.0,0.7,True
sqlite,189,0,True,archetype_shift,sqlite_189_0_True,0.0,0.0,0.6,0.9,0.375,0.9,0.63,False
sqlite,190,0,True,resource_spike,sqlite_190_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,191,0,True,path_elongation,sqlite_191_0_True,0.9,0.3,0.0,1.0,0.55,1.0,0.7,True
sqlite,192,0,True,resource_spike,sqlite_192_0_True,0.0,1.0,0.6,0.9,0.625,1.0,0.7,True
sqlite,193,0,True,archetype_shift,sqlite_193_0_True,0.0,0.0,0.6,0.9,0.375,0.9,0.63,False
sqlite,194,0,True,resource_spike,sqlite_194_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,195,0,True,new_function,sqlite_195_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,196,0,True,new_function,sqlite_196_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,197,0,True,new_function,sqlite_197_0_True,1.0,0.8,0.5,0.9,0.7999999999999999,1.0,0.7999999999999999,True
sqlite,198,0,True,new_function,sqlite_198_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,199,0,True,archetype_shift,sqlite_199_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,200,0,True,resource_spike,sqlite_200_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,201,0,True,path_elongation,sqlite_201_0_True,1.0,0.0,0.6,0.9,0.625,1.0,0.7,True
sqlite,202,0,True,archetype_shift,sqlite_202_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,203,0,True,new_function,sqlite_203_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,204,0,True,archetype_shift,sqlite_204_0_True,0.0,0.0,0.6,0.9,0.375,0.9,0.63,False
sqlite,205,0,True,archetype_shift,sqlite_205_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,206,0,True,path_elongation,sqlite_206_0_True,0.8,0.8,0.0,1.0,0.65,1.0,0.7,True
sqlite,207,0,True,path_elongation,sqlite_207_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,208,0,True,resource_spike,sqlite_208_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,209,0,True,resource_spike,sqlite_209_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,210,0,True,path_elongation,sqlite_210_0_True,0.8,0.0,0.5,0.5,0.45,0.8,0.5599999999999999,False
sqlite,211,0,True,path_elongation,sqlite_211_0_True,0.8,0.0,0.0,1.0,0.45,1.0,0.7,True
sqlite,212,0,True,duration_increase,sqlite_212_0_True,0.0,0.8,0.0,1.0,0.45,1.0,0.7,True
sqlite,213,0,True,path_elongation,sqlite_213_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,214,0,True,archetype_shift,sqlite_214_0_True,0.0,0.6,1.0,0.9,0.625,1.0,0.7,True
sqlite,215,0,True,path_elongation,sqlite_215_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,216,0,True,path_elongation,sqlite_216_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,217,0,True,resource_spike,sqlite_217_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,218,0,True,new_function,sqlite_218_0_True,1.0,0.9,0.0,0.9,0.7,1.0,0.7,True
sqlite,219,0,True,path_elongation,sqlite_219_0_True,1.0,0.0,0.5,1.0,0.625,1.0,0.7,True
sqlite,220,0,True,archetype_shift,sqlite_220_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,221,0,True,archetype_shift,sqlite_221_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,222,0,True,archetype_shift,sqlite_222_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,223,0,True,new_function,sqlite_223_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,224,0,True,resource_spike,sqlite_224_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,225,0,True,archetype_shift,sqlite_225_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,226,0,True,duration_increase,sqlite_226_0_True,0.0,0.3,0.5,1.0,0.45,1.0,0.7,True
sqlite,227,0,True,path_elongation,sqlite_227_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,228,0,True,path_elongation,sqlite_228_0_True,0.6,0.0,0.0,1.0,0.4,1.0,0.7,True
sqlite,229,0,True,archetype_shift,sqlite_229_0_True,0.0,0.6,1.0,0.9,0.625,1.0,0.7,True
sqlite,230,0,True,resource_spike,sqlite_230_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,231,0,True,archetype_shift,sqlite_231_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,232,0,True,resource_spike,sqlite_232_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,233,0,True,archetype_shift,sqlite_233_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,234,0,True,archetype_shift,sqlite_234_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,235,0,True,new_function,sqlite_235_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,236,0,True,duration_increase,sqlite_236_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,237,0,True,new_function,sqlite_237_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,238,0,True,path_elongation,sqlite_238_0_True,0.8,1.0,0.0,0.9,0.675,1.0,0.7,True
sqlite,239,0,True,new_function,sqlite_239_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,240,0,True,resource_spike,sqlite_240_0_True,0.5,1.0,0.5,0.9,0.725,1.0,0.725,True
sqlite,241,0,True,path_elongation,sqlite_241_0_True,1.0,0.9,0.0,1.0,0.725,1.0,0.725,True
sqlite,242,0,True,resource_spike,sqlite_242_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,243,0,True,duration_increase,sqlite_243_0_True,0.0,0.6,0.5,1.0,0.525,1.0,0.7,True
sqlite,244,0,True,archetype_shift,sqlite_244_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,245,0,True,archetype_shift,sqlite_245_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,246,0,True,archetype_shift,sqlite_246_0_True,0.0,0.3,0.6,0.9,0.44999999999999996,0.9,0.63,False
sqlite,247,0,True,new_function,sqlite_247_0_True,1.0,0.0,0.6,0.9,0.625,1.0,0.7,True
sqlite,248,0,True,path_elongation,sqlite_248_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,249,0,True,archetype_shift,sqlite_249_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,250,0,True,new_function,sqlite_250_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,251,0,True,archetype_shift,sqlite_251_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,252,0,True,new_function,sqlite_252_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,253,0,True,path_elongation,sqlite_253_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,254,0,True,duration_increase,sqlite_254_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,255,0,True,resource_spike,sqlite_255_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,256,0,True,archetype_shift,sqlite_256_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,257,0,True,archetype_shift,sqlite_257_0_True,0.0,0.8,1.0,0.9,0.675,1.0,0.7,True
sqlite,258,0,True,duration_increase,sqlite_258_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,259,0,True,path_elongation,sqlite_259_0_True,1.0,0.0,0.5,1.0,0.625,1.0,0.7,True
sqlite,260,0,True,new_function,sqlite_260_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,261,0,True,path_elongation,sqlite_261_0_True,0.8,0.9,0.7,1.0,0.8500000000000001,1.0,0.8500000000000001,True
sqlite,262,0,True,new_function,sqlite_262_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,263,0,True,path_elongation,sqlite_263_0_True,1.0,0.8,0.0,1.0,0.7,1.0,0.7,True
sqlite,264,0,True,archetype_shift,sqlite_264_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,265,0,True,path_elongation,sqlite_265_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,266,0,True,archetype_shift,sqlite_266_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,267,0,True,path_elongation,sqlite_267_0_True,1.0,0.0,0.0,0.5,0.375,1.0,0.7,True
sqlite,268,0,True,new_function,sqlite_268_0_True,1.0,0.8,0.5,0.9,0.7999999999999999,1.0,0.7999999999999999,True
sqlite,269,0,True,resource_spike,sqlite_269_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,270,0,True,duration_increase,sqlite_270_0_True,0.0,1.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,271,0,True,resource_spike,sqlite_271_0_True,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,272,0,True,new_function,sqlite_272_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,273,0,True,duration_increase,sqlite_273_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,274,0,True,new_function,sqlite_274_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,275,0,True,path_elongation,sqlite_275_0_True,0.0,0.0,0.6,0.9,0.375,0.9,0.63,False
sqlite,276,0,True,new_function,sqlite_276_0_True,1.0,0.6,0.0,0.7,0.575,1.0,0.7,True
sqlite,277,0,True,new_function,sqlite_277_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,278,0,True,path_elongation,sqlite_278_0_True,0.9,1.0,0.5,0.9,0.825,1.0,0.825,True
sqlite,279,0,True,archetype_shift,sqlite_279_0_True,0.0,0.9,1.0,0.9,0.7,1.0,0.7,True
sqlite,280,0,True,path_elongation,sqlite_280_0_True,1.0,0.6,0.0,0.9,0.625,1.0,0.7,True
sqlite,281,0,True,path_elongation,sqlite_281_0_True,1.0,0.0,0.6,1.0,0.65,1.0,0.7,True
sqlite,282,0,True,duration_increase,sqlite_282_0_True,0.0,0.3,0.0,1.0,0.325,1.0,0.7,True
sqlite,283,0,True,archetype_shift,sqlite_283_0_True,0.0,0.0,0.6,0.9,0.375,0.9,0.63,False
sqlite,284,0,True,resource_spike,sqlite_284_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,285,0,True,duration_increase,sqlite_285_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,286,0,True,duration_increase,sqlite_286_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,287,0,True,duration_increase,sqlite_287_0_True,0.0,0.8,0.0,1.0,0.45,1.0,0.7,True
sqlite,288,0,True,path_elongation,sqlite_288_0_True,0.6,0.0,0.0,0.0,0.15,0.6,0.42,False
sqlite,289,0,True,archetype_shift,sqlite_289_0_True,0.0,0.3,0.6,0.9,0.44999999999999996,0.9,0.63,False
sqlite,290,0,True,duration_increase,sqlite_290_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,291,0,True,path_elongation,sqlite_291_0_True,0.9,0.8,0.0,1.0,0.675,1.0,0.7,True
sqlite,292,0,True,path_elongation,sqlite_292_0_True,0.6,0.0,0.0,0.9,0.375,0.9,0.63,False
sqlite,293,0,True,new_function,sqlite_293_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,294,0,True,path_elongation,sqlite_294_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,295,0,True,new_function,sqlite_295_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,296,0,True,resource_spike,sqlite_296_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,297,0,True,duration_increase,sqlite_297_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,298,0,True,archetype_shift,sqlite_298_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,299,0,True,archetype_shift,sqlite_299_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,300,0,True,archetype_shift,sqlite_300_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,301,0,True,archetype_shift,sqlite_301_0_True,0.0,0.3,0.7,0.9,0.475,0.9,0.63,False
sqlite,302,0,True,archetype_shift,sqlite_302_0_True,0.0,0.9,1.0,0.9,0.7,1.0,0.7,True
sqlite,303,0,True,archetype_shift,sqlite_303_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,304,0,True,archetype_shift,sqlite_304_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,305,0,True,path_elongation,sqlite_305_0_True,0.8,0.0,0.0,0.9,0.42500000000000004,0.9,0.63,False
sqlite,306,0,True,archetype_shift,sqlite_306_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,307,0,True,new_function,sqlite_307_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,308,0,True,archetype_shift,sqlite_308_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,309,0,True,duration_increase,sqlite_309_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,310,0,True,path_elongation,sqlite_310_0_True,1.0,0.0,0.0,0.0,0.25,1.0,0.7,True
sqlite,311,0,True,archetype_shift,sqlite_311_0_True,0.0,0.0,0.7,0.9,0.4,0.9,0.63,False
sqlite,312,0,True,new_function,sqlite_312_0_True,1.0,0.6,0.0,0.9,0.625,1.0,0.7,True
sqlite,313,0,True,path_elongation,sqlite_313_0_True,1.0,0.6,0.0,1.0,0.65,1.0,0.7,True
sqlite,314,0,True,path_elongation,sqlite_314_0_True,0.8,0.0,0.0,1.0,0.45,1.0,0.7,True
sqlite,315,0,True,new_function,sqlite_315_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,316,0,True,path_elongation,sqlite_316_0_True,1.0,0.0,0.0,1.0,0.5,1.0,0.7,True
sqlite,317,0,True,resource_spike,sqlite_317_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,318,0,True,archetype_shift,sqlite_318_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,319,0,True,new_function,sqlite_319_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,320,0,True,archetype_shift,sqlite_320_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,321,0,True,path_elongation,sqlite_321_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,322,0,True,resource_spike,sqlite_322_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,323,0,True,duration_increase,sqlite_323_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,324,0,True,archetype_shift,sqlite_324_0_True,0.0,0.0,0.5,0.9,0.35,0.9,0.63,False
sqlite,325,0,True,path_elongation,sqlite_325_0_True,1.0,0.0,0.0,0.0,0.25,1.0,0.7,True
sqlite,326,0,True,duration_increase,sqlite_326_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,327,0,True,path_elongation,sqlite_327_0_True,1.0,0.3,0.0,1.0,0.575,1.0,0.7,True
sqlite,328,0,True,new_function,sqlite_328_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,329,0,True,new_function,sqlite_329_0_True,1.0,0.0,0.6,0.9,0.625,1.0,0.7,True
sqlite,330,0,True,resource_spike,sqlite_330_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,331,0,True,new_function,sqlite_331_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,332,0,True,new_function,sqlite_332_0_True,0.625,0.8,0.5,0.9,0.70625,0.9,0.70625,True
sqlite,333,0,True,resource_spike,sqlite_333_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,334,0,True,new_function,sqlite_334_0_True,1.0,0.6,0.5,0.9,0.75,1.0,0.75,True
sqlite,335,0,True,duration_increase,sqlite_335_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,336,0,True,resource_spike,sqlite_336_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,337,0,True,path_elongation,sqlite_337_0_True,0.8,0.8,0.5,0.9,0.75,0.9,0.75,True
sqlite,338,0,True,duration_increase,sqlite_338_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,339,0,True,resource_spike,sqlite_339_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,340,0,True,resource_spike,sqlite_340_0_True,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,341,0,True,archetype_shift,sqlite_341_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,342,0,True,duration_increase,sqlite_342_0_True,0.0,0.8,0.0,1.0,0.45,1.0,0.7,True
sqlite,343,0,True,resource_spike,sqlite_343_0_True,0.0,1.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,344,0,True,resource_spike,sqlite_344_0_True,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,345,0,True,new_function,sqlite_345_0_True,1.0,0.0,0.0,0.9,0.475,1.0,0.7,True
sqlite,346,0,True,path_elongation,sqlite_346_0_True,0.6,0.0,0.0,0.9,0.375,0.9,0.63,False
sqlite,347,0,True,duration_increase,sqlite_347_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,348,0,True,new_function,sqlite_348_0_True,1.0,0.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,349,0,True,path_elongation,sqlite_349_0_True,0.8,0.0,0.0,0.9,0.42500000000000004,0.9,0.63,False
sqlite,350,0,True,duration_increase,sqlite_350_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,351,0,True,new_function,sqlite_351_0_True,1.0,0.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,352,0,True,path_elongation,sqlite_352_0_True,0.8,0.0,0.6,1.0,0.6,1.0,0.7,True
sqlite,353,0,True,archetype_shift,sqlite_353_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,354,0,True,new_function,sqlite_354_0_True,1.0,0.0,0.6,0.9,0.625,1.0,0.7,True
sqlite,355,0,True,archetype_shift,sqlite_355_0_True,0.0,0.0,1.0,0.9,0.475,1.0,0.7,True
sqlite,356,0,True,new_function,sqlite_356_0_True,1.0,0.8,0.0,0.9,0.675,1.0,0.7,True
sqlite,357,0,True,path_elongation,sqlite_357_0_True,0.8,0.0,0.5,0.9,0.55,0.9,0.63,False
sqlite,358,0,True,path_elongation,sqlite_358_0_True,0.6,0.0,0.0,0.9,0.375,0.9,0.63,False
sqlite,359,0,True,duration_increase,sqlite_359_0_True,0.0,0.0,0.0,1.0,0.25,1.0,0.7,True
sqlite,360,0,True,duration_increase,sqlite_360_0_True,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,361,0,True,path_elongation,sqlite_361_0_True,1.0,0.0,0.0,0.0,0.25,1.0,0.7,True
